codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P0192,Ingeniería de Software,8,14.05,19.85,139,100.0,No,Sí,4.0,7.0,2.0,21,2460,No,2019,Sí,57,,8.28
P0193,Ingeniería de Sistemas,9,17.82,20.0,130,99.0,No,No,8.0,2.0,3.0,23,1450,No,2018,Sí,22,,15.72
P0194,Ingeniería de Software,2,15.95,18.05,11,88.0,No,Sí,8.0,2.0,2.0,20,1878,No,2020,Sí,41,,10.47
P0195,Ingeniería de Sistemas,9,15.13,15.27,105,80.0,No,No,4.0,2.0,2.0,22,10000,No,2018,Sí,97,,11.72
P0196,Ingeniería de Software,8,12.37,17.81,109,71.0,No,Sí,3.0,7.0,1.0,21,4792,No,2020,Sí,74,,7.68
P0197,Ingeniería de Sistemas,9,19.61,18.88,120,85.0,No,No,3.0,2.0,2.0,23,2042,No,2017,Sí,36,,17.12
P0198,Ingeniería de Software,10,6.61,11.62,134,100.0,Sí,Sí,2.0,1.0,2.0,22,4644,No,2021,Sí,27,,5.31
P0199,Ingeniería de Software,2,13.95,13.79,11,90.0,No,No,2.0,5.0,2.0,22,2035,No,2020,Sí,39,,12.52
P0200,Ingeniería de Sistemas,6,6.6,13.7,71,100.0,No,Sí,3.0,2.0,2.0,22,5231,No,2021,Sí,70,,6.65
P0201,Ingeniería de Software,2,18.42,16.68,11,98.0,No,Sí,3.0,2.0,2.0,19,3500,No,2020,Sí,58,,9.41
P0202,Ingeniería de Sistemas,4,12.3,16.66,59,79.0,No,Sí,4.0,7.0,3.0,21,7920,No,2020,Sí,92,,8.48
P0203,Ingeniería de Software,8,13.92,18.22,125,99.0,No,Sí,2.0,4.0,1.0,22,4664,No,2019,No,68,Salud u otros,9.48
P0204,Ciencia de la Computación,9,10.25,16.12,132,100.0,Sí,No,5.0,5.0,1.0,20,2721,No,2019,No,31,Problemas económicos,11.17
P0205,Ingeniería de Software,2,16.91,19.3,11,90.0,No,No,2.0,1.0,1.0,20,2111,No,2021,Sí,27,,11.19
P0206,Ingeniería de Software,9,20.0,17.88,130,90.0,No,No,6.0,1.0,3.0,24,2408,No,2017,Sí,47,,13.4
P0207,Ingeniería de Sistemas,7,9.8,14.62,101,60.0,No,Sí,3.0,7.0,2.0,20,2106,No,2020,Sí,35,,7.63
P0208,Ingeniería de Software,7,8.25,10.92,70,90.0,Sí,Sí,1.0,1.0,2.0,23,2350,No,2019,Sí,19,,4.91
P0209,Ingeniería de Software,6,8.53,13.95,78,63.0,No,Sí,3.0,2.0,2.0,21,7436,No,2021,Sí,78,,9.49
P0210,Ingeniería de Sistemas,7,12.47,19.38,145,100.0,No,Sí,2.0,4.0,2.0,21,4922,No,2018,Sí,86,,9.3
P0211,Ingeniería de Software,2,12.41,15.95,11,99.0,No,Sí,3.0,1.0,1.0,20,1046,No,2020,No,32,Problemas económicos,8.43
P0212,Ingeniería de Software,8,15.62,18.96,87,97.0,No,No,3.0,3.0,1.0,21,9113,No,2019,Sí,89,,11.16
P0213,Ingeniería de Sistemas,3,17.2,16.46,23,85.0,No,No,2.0,2.0,1.0,20,4683,No,2020,Sí,80,,11.46
P0214,Ingeniería de Software,3,20.0,16.79,23,50.0,No,No,4.0,3.0,1.0,26,4419,No,2014,Sí,66,,12.32
P0215,Ingeniería de Sistemas,9,8.15,13.45,143,100.0,Sí,Sí,3.0,3.0,2.0,25,5532,No,2019,Sí,53,,4.34
P0216,Ingeniería de Software,10,14.14,18.47,116,70.0,No,Sí,2.0,8.0,1.0,20,2214,No,2019,No,33,Bajo rendimiento,9.55
P0217,Ingeniería de Sistemas,9,6.46,12.04,119,35.0,No,Sí,2.0,2.0,2.0,21,8354,No,2020,Sí,88,,5.14
P0218,Ingeniería de Sistemas,2,9.94,11.01,12,95.0,No,Sí,3.0,4.0,6.0,19,603,No,2020,Sí,27,,6.17
P0219,Ciencia de la Computación,2,13.77,15.06,11,88.0,No,No,4.0,2.0,3.0,20,3810,No,2020,Sí,46,,13.22
P0220,Ingeniería de Sistemas,3,18.42,18.76,26,95.0,No,No,4.0,2.0,3.0,21,1828,No,2019,Sí,40,,17.76505311833574
P0221,Ingeniería de Sistemas,4,18.21,18.98,27,90.0,No,Sí,4.0,1.0,2.0,21,2225,No,2019,Sí,47,,10.3
P0222,Ciencia de la Computación,2,18.02,16.9,11,99.0,No,Sí,3.0,3.0,1.0,20,1057,No,2020,No,13,Salud u otros,8.73
P0223,Ingeniería de Sistemas,10,13.62,19.45,136,100.0,No,Sí,2.0,3.0,4.0,25,2880,No,2019,No,51,Exceso de carga laboral,8.72
P0224,Ciencia de la Computación,8,15.03,16.74,132,80.0,No,Sí,1.0,2.0,3.0,22,2060,No,2018,Sí,38,,8.46
P0225,Ciencia de la Computación,10,7.61,13.78,123,90.0,No,Sí,3.0,8.0,2.0,22,2615,No,2017,Sí,32,,3.44
P0226,Ingeniería de Sistemas,7,13.35,18.04,136,100.0,No,No,2.0,2.0,2.0,20,3724,No,2020,Sí,57,,12.68
P0227,Ingeniería de Software,2,19.08,19.24,12,100.0,No,Sí,3.0,2.0,1.0,20,3254,No,2020,Sí,56,,10.12
P0228,Ingeniería de Software,3,17.29,15.31,23,50.0,No,No,3.0,12.0,0.0,21,3688,No,2019,No,58,Problemas económicos,11.22
P0229,Ingeniería de Sistemas,2,17.95,17.15,14,10.0,No,Sí,3.0,2.0,1.0,20,1198,No,2020,Sí,6,,8.12
P0230,Ingeniería de Sistemas,8,7.42,12.97,143,100.0,No,Sí,3.0,2.0,1.0,25,10000,No,2018,Sí,88,,9.82
P0231,Ingeniería de Sistemas,7,13.12,18.59,143,100.0,No,Sí,2.0,3.0,2.0,20,8138,No,2020,Sí,96,,5.77
P0232,Ingeniería de Sistemas,5,14.09,18.26,58,100.0,No,No,5.0,3.0,2.0,20,3902,No,2021,No,48,Exceso de carga laboral,12.24
P0233,Ingeniería de Sistemas,4,18.1,13.94,20,97.0,No,No,6.0,2.0,3.0,21,2660,No,2020,Sí,47,,11.91
P0234,Ciencia de la Computación,2,20.0,18.77,11,90.0,No,No,3.0,2.0,1.0,21,1040,No,2020,Sí,19,,11.79
P0235,Ciencia de la Computación,5,11.83,11.74,40,90.0,No,Sí,6.0,4.0,5.0,23,2074,No,2020,Sí,30,,7.06
P0236,Ingeniería de Sistemas,8,14.43,19.47,141,100.0,No,Sí,6.0,7.0,4.0,22,9270,No,2019,Sí,98,,10.03
P0237,Ingeniería de Sistemas,9,7.56,15.81,95,50.0,No,Sí,3.0,8.0,1.0,22,10000,No,2019,Sí,100,,5.15
P0238,Ciencia de la Computación,10,10.31,16.23,139,80.0,Sí,Sí,2.0,3.0,4.0,21,8961,No,2018,Sí,78,,6.98
P0239,Ingeniería de Software,4,13.42,12.33,23,90.0,No,Sí,3.0,2.0,2.0,20,5976,No,2019,Sí,66,,7.29
P0240,Ingeniería de Software,4,13.08,15.54,36,96.0,No,Sí,3.0,3.0,2.0,22,5893,No,2020,Sí,87,,9.27
P0241,Ingeniería de Sistemas,9,17.2,14.33,100,99.0,No,No,3.0,2.0,7.0,22,874,No,2019,No,39,Bajo rendimiento,11.13
P0242,Ingeniería de Software,7,15.13,17.48,125,90.0,No,No,7.0,2.0,4.0,23,825,No,2017,No,25,Problemas económicos,11.86
P0243,Ciencia de la Computación,9,7.98,12.2,117,45.0,Sí,Sí,2.0,3.0,2.0,20,3992,No,2020,Sí,29,,6.53
P0244,Ingeniería de Sistemas,8,16.92,16.74,85,63.274117839780956,No,Sí,1.0,3.0,0.0,22,2248,No,2019,No,41,Exceso de carga laboral,10.51
P0245,Ingeniería de Sistemas,4,17.93,19.4,39,97.0,No,No,3.0,1.0,2.0,20,3236,No,2020,Sí,68,,14.71
P0246,Ingeniería de Software,9,15.66,16.39,118,99.0,No,No,5.0,3.0,2.0,22,2488,No,2017,Sí,38,,11.39
P0247,Ciencia de la Computación,2,18.94,19.42,11,90.0,No,No,2.0,1.0,1.0,20,2037,No,2021,Sí,25,,14.73
P0248,Ingeniería de Sistemas,3,18.75,17.48,25,75.0,No,No,2.0,1.0,1.0,20,1269,No,2016,Sí,37,,12.19
P0249,Ingeniería de Software,8,18.36,17.95,85,85.0,No,Sí,1.0,1.0,1.0,21,1325,No,2019,Sí,28,,10.37
P0250,Ingeniería de Software,1,0.0,0.33,0,100.0,No,Sí,4.0,3.0,1.0,19,2492,No,2021,Sí,26,,2.83
P0251,Ingeniería de Sistemas,3,13.88,11.02,24,56.1857114979815,No,Sí,4.0,3.0,2.0,22,10000,No,2021,Sí,89,,10.97
P0252,Ingeniería de Sistemas,2,17.63,19.44,11,85.0,No,No,1.0,4.0,1.0,20,2487,No,2021,Sí,54,,11.43
P0253,Ingeniería de Software,9,14.12,17.65,116,56.0,No,No,3.0,3.0,4.0,21,6131,No,2019,Sí,79,,12.35
P0254,Ingeniería de Sistemas,8,12.92,14.07,111,90.0,No,Sí,6.0,2.0,2.0,22,3402,No,2018,Sí,53,,10.7
P0255,Ingeniería de Sistemas,8,14.83,18.58,87,97.0,No,No,3.0,3.0,1.0,21,9070,No,2019,Sí,97,,12.72
P0256,Ciencia de la Computación,5,9.58,14.16,59,100.0,No,Sí,3.0,1.0,2.0,20,8010,No,2021,Sí,87,,8.21
P0257,Ingeniería de Software,10,14.13,18.62,136,64.0,No,Sí,2.0,2.0,4.0,20,7517,No,2020,Sí,72,,10.3
P0258,Ciencia de la Computación,8,18.76,16.37,73,100.0,No,No,6.0,3.0,2.0,23,2022,No,2018,Sí,53,,16.57
P0259,Ingeniería de Sistemas,8,11.46,12.1,86,90.0,No,Sí,2.0,3.0,2.0,25,2758,No,2016,No,54,Bajo rendimiento,6.39
P0260,Ingeniería de Sistemas,2,13.68,16.4,11,90.0,No,Sí,4.0,6.0,2.0,20,3124,No,2020,Sí,45,,10.74
P0261,Ingeniería de Software,4,13.52,15.5,36,97.0,No,No,2.0,1.0,2.0,21,4402,No,2018,Sí,66,,12.61
P0262,Ingeniería de Sistemas,1,0.06,0.63,0,100.0,Sí,Sí,2.0,5.0,1.0,21,2573,No,2019,No,13,Salud u otros,0.59
P0263,Ciencia de la Computación,9,16.66,19.89,126,90.0,No,No,10.0,2.0,4.0,23,1699,No,2017,Sí,23,,12.5
P0264,Ingeniería de Sistemas,2,19.1,19.03,11,90.0,No,No,3.0,3.0,2.0,20,3156,No,2020,Sí,39,,11.89
P0265,Ingeniería de Sistemas,6,6.66,11.97,88,100.0,No,No,7.0,3.0,2.0,21,1902,No,2021,No,21,Salud u otros,11.22
P0266,Ingeniería de Sistemas,8,8.61,12.93,99,88.0,Sí,Sí,4.0,7.0,1.0,25,3702,No,2018,Sí,41,,5.38
P0267,Ingeniería de Sistemas,9,8.75,14.85,105,70.0,Sí,Sí,3.0,6.0,2.0,21,3111,No,2021,Sí,33,,7.07
P0268,Ingeniería de Sistemas,4,11.56,14.39,23,88.0,No,Sí,5.0,2.0,3.0,22,2044,No,2020,Sí,38,,8.65
P0269,Ingeniería de Sistemas,3,16.08,17.94,27,37.0,No,No,3.0,4.0,1.0,22,1485,No,2020,Sí,23,,12.21
P0270,Ingeniería de Software,10,9.07,14.88,134,100.0,Sí,Sí,6.0,3.0,1.0,24,3017,No,2019,Sí,16,,10.54
P0271,Ingeniería de Sistemas,8,14.76,18.94,100,100.0,No,Sí,3.0,3.0,4.0,20,10000,No,2020,Sí,100,,10.04
P0272,Ingeniería de Sistemas,7,13.99,16.24,125,90.0,No,No,7.0,2.0,4.0,23,889,No,2017,Sí,16,,13.23
P0273,Ingeniería de Sistemas,9,8.72,12.75,117,45.0,Sí,Sí,2.0,3.0,2.0,20,4086,No,2020,Sí,22,,6.98
P0274,Ingeniería de Sistemas,7,12.9,15.33,77,93.0,No,No,1.0,2.0,1.0,21,2445,No,2019,No,50,Bajo rendimiento,11.34
P0275,Ingeniería de Software,10,19.54,19.21,120,90.0,No,No,2.0,3.0,5.0,21,2901,No,2018,No,53,Exceso de carga laboral,13.36
P0276,Ingeniería de Sistemas,1,0.64,0.0,0,100.0,No,Sí,4.0,3.0,1.0,19,2551,No,2021,Sí,15,,3.13
P0277,Ingeniería de Software,5,5.23,11.5,75,45.0,Sí,Sí,1.0,10.0,1.0,20,6840,No,2021,Sí,50,,3.53
P0278,Ingeniería de Sistemas,9,11.41,16.3,100,80.0,No,Sí,6.0,4.0,1.0,21,5401,No,2019,Sí,80,,8.61
P0279,Ingeniería de Software,8,11.64,12.81,103,85.0,No,Sí,4.0,1.0,1.0,24,1538,No,2018,No,20,Falta de motivación,7.66
P0280,Ingeniería de Sistemas,8,14.96,13.48,85,90.0,No,Sí,2.0,3.0,1.0,21,6030,No,2019,Sí,93,,4.87
P0281,Ciencia de la Computación,10,12.62,18.94,135,100.0,No,Sí,3.0,1.0,2.0,20,5367,No,2020,Sí,72,,10.36
P0282,Ingeniería de Sistemas,7,12.93,15.22,98,86.0,No,Sí,3.0,6.0,3.0,21,4524,No,2019,Sí,55,,8.91
P0283,Ingeniería de Sistemas,9,13.24,18.41,145,100.0,No,Sí,2.0,4.0,2.0,21,5420,No,2018,Sí,75,,7.3
P0284,Ingeniería de Software,3,11.42,12.05,20,100.0,No,Sí,2.0,5.0,1.0,20,2430,No,2020,No,40,Exceso de carga laboral,5.55
P0285,Ingeniería de Sistemas,2,13.59,13.86,23,90.0,No,Sí,3.0,6.0,2.0,20,1247,No,2020,Sí,42,,9.09
P0286,Ingeniería de Software,2,14.23,15.41,11,90.0,No,No,4.0,6.0,2.0,20,2977,No,2020,Sí,48,,12.46
P0287,Ciencia de la Computación,9,11.34,18.66,130,100.0,No,No,3.0,10.0,3.0,20,5857,No,2020,Sí,80,,13.31
P0288,Ciencia de la Computación,2,17.56,17.46,11,100.0,No,No,2.0,1.0,1.0,18,600,No,2020,Sí,18,,13.43
P0289,Ingeniería de Software,8,12.28,19.68,119,100.0,No,Sí,5.0,4.0,3.0,21,5638,No,2019,Sí,82,,6.94
P0290,Ciencia de la Computación,4,10.72,18.36,45,100.0,No,Sí,4.0,8.0,2.0,19,4452,No,2021,Sí,72,,10.11
P0291,Ingeniería de Sistemas,10,14.68,17.12,120,95.0,No,Sí,5.0,2.0,1.0,22,4041,No,2018,Sí,56,,10.47
P0292,Ciencia de la Computación,2,20.0,20.0,12,95.0,No,Sí,3.0,2.0,3.0,21,2466,No,2020,No,47,Falta de motivación,10.73
P0293,Ingeniería de Sistemas,6,7.48,15.57,61,95.0,Sí,Sí,2.0,8.0,1.0,22,3582,No,2020,Sí,27,,3.03
P0294,Ciencia de la Computación,7,8.66,12.77,79,75.0,Sí,Sí,1.0,1.0,1.0,20,3371,No,2019,Sí,28,,9.45
P0295,Ingeniería de Sistemas,5,12.03,18.92,80,78.0,No,No,1.0,4.0,2.0,19,3026,No,2021,Sí,48,,11.83
P0296,Ciencia de la Computación,10,13.86,19.32,139,100.0,No,Sí,4.0,4.0,2.0,25,8461,No,2019,Sí,87,,8.77
P0297,Ciencia de la Computación,9,15.53,18.7,143,100.0,No,Sí,3.0,3.0,4.0,20,4856,No,2020,Sí,88,,6.29
P0298,Ciencia de la Computación,4,12.98,15.55,36,80.0,No,Sí,3.0,3.0,3.0,22,2029,No,2018,Sí,49,,8.9
P0299,Ingeniería de Sistemas,2,13.29,15.95,11,90.0,No,Sí,3.0,3.0,1.0,19,2212,No,2020,Sí,52,,8.33
P0300,Ingeniería de Software,1,0.0,0.07,0,95.0,Sí,Sí,2.0,1.0,2.0,20,2592,No,2021,Sí,0,,4.73
P0301,Ingeniería de Sistemas,5,9.9,17.51,107,100.0,Sí,Sí,4.0,8.0,3.0,21,5405,No,2021,Sí,75,,6.39
P0302,Ingeniería de Software,9,12.17,17.97,136,51.0,No,Sí,1.0,2.0,4.0,25,4299,No,2019,Sí,69,,6.41
P0303,Ingeniería de Sistemas,2,12.87,15.16,11,100.0,No,Sí,8.0,1.0,2.0,21,1923,No,2020,Sí,34,,4.15
P0304,Ingeniería de Sistemas,8,17.37,15.54,85,99.0,No,Sí,1.0,3.0,0.0,22,2348,No,2019,Sí,44,,8.2
P0305,Ingeniería de Sistemas,1,15.92,15.26,11,88.0,No,No,3.0,3.0,1.0,21,3763,No,2021,Sí,70,,14.19
P0306,Ciencia de la Computación,9,7.57,12.94,105,50.0,No,Sí,2.0,10.0,2.0,21,10000,No,2018,Sí,91,,8.06
P0307,Ingeniería de Sistemas,4,12.29,15.7,36,52.16919401001602,No,Sí,5.0,1.0,2.0,22,2818,No,2019,No,49,Falta de motivación,9.05
P0308,Ingeniería de Software,7,10.88,14.91,145,86.0,No,Sí,2.0,5.0,3.0,25,10000,No,2017,Sí,89,,6.71
P0309,Ingeniería de Software,5,9.32,15.07,60,100.0,No,Sí,2.0,3.0,2.0,20,5371,No,2021,Sí,66,,4.75
P0310,Ingeniería de Sistemas,4,14.87,12.85,23,90.0,No,No,3.0,2.0,2.0,20,6250,No,2019,No,77,Bajo rendimiento,12.64
P0311,Ingeniería de Software,10,14.36,19.75,139,100.0,No,Sí,4.0,4.0,2.0,25,8216,No,2019,Sí,100,,6.73
P0312,Ingeniería de Software,2,15.11,16.26,11,90.0,No,Sí,2.0,3.0,2.0,21,1523,No,2020,Sí,33,,10.97
P0313,Ingeniería de Sistemas,8,14.93,18.79,89,100.0,No,Sí,5.0,3.0,4.0,20,9542,No,2020,Sí,93,,9.62
P0314,Ingeniería de Sistemas,8,13.29,15.35,88,80.0,No,No,2.0,2.0,1.0,21,2290,No,2019,Sí,26,,11.69
P0315,Ingeniería de Software,6,8.78,16.41,86,70.0,No,Sí,6.0,5.0,5.0,21,4820,No,2021,Sí,60,,9.76
P0316,Ciencia de la Computación,4,18.62,18.53,35,90.0,No,No,7.0,3.0,1.0,19,3853,No,2020,Sí,74,,15.19
P0317,Ingeniería de Software,1,15.93,16.38,11,92.0,No,No,3.0,2.0,1.0,19,3279,No,2021,Sí,68,,11.85
P0318,Ciencia de la Computación,8,14.26,16.31,88,80.0,No,No,2.0,2.0,1.0,21,2018,No,2019,Sí,28,,12.01
P0319,Ingeniería de Software,7,11.48,20.0,136,100.0,No,Sí,4.0,2.0,3.0,21,4360,No,2018,Sí,65,,8.5
P0320,Ingeniería de Software,7,17.47,13.14,70,88.0,No,No,2.0,2.0,1.0,21,1212,No,2019,No,23,Problemas económicos,12.24
P0321,Ingeniería de Sistemas,2,16.97,18.1,12,95.0,No,Sí,3.0,3.0,1.0,20,1793,No,2020,No,48,Problemas económicos,10.92
P0322,Ingeniería de Software,7,11.49,14.88,88,100.0,No,Sí,3.0,3.0,3.0,20,7275,No,2020,Sí,88,,3.98
P0323,Ciencia de la Computación,6,9.78,17.47,98,100.0,Sí,Sí,1.0,4.0,2.0,24,4146,No,2021,No,45,Problemas económicos,10.14
P0324,Ingeniería de Sistemas,8,13.29,18.05,144,100.0,No,No,5.0,2.0,1.0,24,8717,No,2019,Sí,92,,12.65
P0325,Ingeniería de Sistemas,3,19.28,18.56,25,75.0,No,No,3.0,1.0,2.0,22,5777,No,2020,Sí,62,,11.15
P0326,Ingeniería de Sistemas,3,6.71,13.55,25,50.0,No,Sí,5.0,3.0,3.0,20,600,No,2019,Sí,9,,7.56
P0327,Ingeniería de Sistemas,10,11.63,18.31,116,100.0,No,Sí,5.0,2.0,2.0,25,2035,No,2018,Sí,38,,9.7
P0328,Ciencia de la Computación,8,18.1,18.09,84,90.0,No,Sí,4.0,1.0,2.0,22,3801,No,2019,Sí,66,,10.64
P0329,Ingeniería de Sistemas,7,11.52,12.32,65,80.0,No,Sí,2.0,1.0,1.0,20,1781,No,2019,Sí,36,,7.39
P0330,Ciencia de la Computación,8,16.2,17.57,125,86.0,No,Sí,1.0,6.0,2.0,22,10000,No,2018,Sí,100,,9.38
P0331,Ingeniería de Software,9,14.19,15.87,100,99.0,No,Sí,3.0,1.0,3.0,22,2864,No,2019,Sí,34,,9.7
P0332,Ciencia de la Computación,8,17.23,17.57,85,94.0,No,No,3.0,4.0,2.0,21,1527,No,2019,No,28,Salud u otros,18.01499025585663
P0333,Ingeniería de Software,3,19.47,18.37,26,95.0,No,Sí,4.0,2.0,3.0,21,1911,No,2019,Sí,30,,10.93
P0334,Ciencia de la Computación,3,12.62,19.44,51,100.0,No,Sí,4.0,3.0,2.0,22,3666,No,2022,Sí,53,,7.32
P0335,Ingeniería de Sistemas,3,13.21,19.25,32,100.0,No,No,1.0,5.0,3.0,19,7063,No,2022,Sí,100,,11.16
P0336,Ingeniería de Sistemas,8,16.37,17.11,90,0.0,No,Sí,6.0,2.0,1.0,22,2599,No,2019,Sí,30,,10.76
P0337,Ingeniería de Sistemas,4,14.99,13.46,36,85.0,No,No,4.0,2.0,3.0,20,1145,No,2020,Sí,30,,12.16
P0338,Ingeniería de Software,9,16.47,15.97,101,95.0,No,Sí,2.0,2.0,2.0,23,2330,No,2016,Sí,39,,10.28
P0339,Ingeniería de Sistemas,10,7.14,13.0,139,79.0,No,Sí,2.0,3.0,2.0,21,2815,No,2020,No,29,Salud u otros,6.14
P0340,Ingeniería de Sistemas,7,17.58,17.63,123,70.0,No,Sí,2.0,4.0,2.0,23,3080,No,2017,Sí,50,,7.29
P0341,Ciencia de la Computación,8,12.34,17.82,136,100.0,No,Sí,2.0,2.0,2.0,20,3998,No,2020,Sí,55,,9.9
P0342,Ciencia de la Computación,9,11.28,15.79,137,70.0,No,No,3.0,3.0,2.0,21,2502,No,2019,Sí,27,,6.919640402531083
P0343,Ingeniería de Sistemas,2,14.69,14.97,11,90.0,No,No,2.0,2.0,4.0,21,2583,No,2019,Sí,55,,11.25
P0344,Ingeniería de Software,7,12.13,11.61,133,60.0,No,Sí,7.0,5.0,2.0,23,1576,No,2017,No,21,Problemas económicos,5.26
P0345,Ingeniería de Sistemas,1,0.0,0.0,0,95.0,Sí,Sí,2.0,4.0,0.0,20,3240,No,2018,No,10,Salud u otros,0.57
P0346,Ingeniería de Sistemas,4,10.42,12.99,27,100.0,No,Sí,2.0,4.0,8.0,20,2675,No,2021,Sí,45,,5.73
P0347,Ingeniería de Sistemas,8,12.97,19.2,78,85.0,No,No,4.0,3.0,4.0,22,1955,No,2019,Sí,49,,13.22
P0348,Ingeniería de Sistemas,3,14.34,16.99,25,98.0,No,Sí,2.0,2.0,1.0,21,1627,No,2019,No,39,Exceso de carga laboral,10.09
P0349,Ciencia de la Computación,9,7.6,13.19,139,50.0,Sí,Sí,1.0,2.0,2.0,21,3968,No,2021,No,24,Exceso de carga laboral,7.91
P0350,Ciencia de la Computación,4,17.01,18.54,35,95.0,No,Sí,1.0,1.0,1.0,19,1901,No,2020,No,34,Bajo rendimiento,9.71
P0351,Ingeniería de Software,2,19.57,18.88,14,10.0,No,No,3.0,2.0,1.0,20,1503,No,2020,Sí,20,,12.07
P0352,Ciencia de la Computación,1,0.0,0.29,0,98.0,No,Sí,3.0,2.0,1.0,20,1794,No,2020,Sí,19,,2.2
P0353,Ingeniería de Sistemas,8,18.53,15.71,77,57.0,No,Sí,1.0,4.0,3.0,21,2523,No,2019,Sí,36,,8.43
P0354,Ingeniería de Sistemas,5,10.22,18.64,63,46.0,No,Sí,2.0,2.0,4.0,21,4271,No,2021,Sí,42,,9.38
P0355,Ingeniería de Sistemas,8,17.12,16.94,128,90.0,No,No,2.0,1.0,2.0,24,600,No,2018,No,37,Falta de motivación,11.81
P0356,Ingeniería de Sistemas,2,16.08,17.77,11,100.0,No,Sí,5.0,3.0,4.0,21,3180,No,2020,Sí,48,,8.68
P0357,Ingeniería de Sistemas,7,16.7,16.92,128,90.0,No,Sí,2.0,1.0,2.0,24,600,No,2018,Sí,21,,8.78
P0358,Ingeniería de Sistemas,9,12.89,14.49,76,70.0,No,Sí,1.0,1.0,1.0,23,810,No,2018,Sí,18,,8.3
P0359,Ingeniería de Software,5,19.15,17.96,55,90.0,No,No,6.0,2.0,3.0,21,2823,No,2020,Sí,56,,17.17
P0360,Ingeniería de Sistemas,10,15.56,15.62,112,100.0,No,No,3.0,3.0,2.0,22,3283,No,2018,Sí,62,,12.63
P0361,Ingeniería de Software,9,12.83,19.32,120,100.0,No,Sí,4.0,2.0,1.0,22,4600,No,2019,No,62,Salud u otros,4.835590756954903
P0362,Ingeniería de Sistemas,1,12.49,16.67,0,95.0,No,Sí,1.0,6.0,1.0,19,2482,No,2020,Sí,40,,7.48
P0363,Ingeniería de Software,5,13.55,19.18,80,78.0,No,Sí,1.0,4.0,2.0,19,2962,No,2021,Sí,42,,10.0
P0364,Ingeniería de Sistemas,8,6.8,12.33,101,100.0,No,Sí,4.0,2.0,2.0,21,5101,No,2020,No,72,Problemas económicos,6.3
P0365,Ingeniería de Sistemas,2,19.73,18.61,11,100.0,No,No,4.0,2.0,2.0,20,2588,No,2020,Sí,52,,15.32
P0366,Ingeniería de Software,4,13.02,16.14,36,100.0,No,Sí,3.0,2.0,3.0,25,2645,No,2020,Sí,43,,7.92
P0367,Ingeniería de Software,4,18.26,19.18,35,85.0,No,No,1.0,1.0,2.0,21,2113,No,2020,Sí,49,,12.83
P0368,Ingeniería de Sistemas,2,13.55,14.66,11,100.0,No,Sí,4.0,4.0,1.0,20,5024,No,2020,Sí,77,,8.26
P0369,Ingeniería de Software,3,16.21,15.76,23,50.0,No,Sí,3.0,12.0,0.0,21,3920,No,2019,Sí,52,,9.03
P0370,Ingeniería de Software,6,8.11,13.77,78,63.0,No,Sí,3.0,2.0,2.0,21,7302,No,2021,Sí,75,,8.69
P0371,Ciencia de la Computación,2,14.53,15.5,11,90.0,No,No,5.0,2.0,1.0,21,1865,No,2021,Sí,42,,12.78
P0372,Ingeniería de Software,2,18.49,17.18,11,95.0,No,Sí,3.0,4.0,3.0,20,1276,No,2020,Sí,40,,2.975757996551458
P0373,Ingeniería de Sistemas,8,7.47,15.18,133,80.0,No,Sí,6.0,6.0,3.0,25,4678,No,2018,Sí,55,,8.2
P0374,Ingeniería de Software,2,19.39,19.99,12,90.0,No,No,2.0,8.0,3.0,22,675,No,2020,Sí,36,,13.99
P0375,Ingeniería de Software,8,13.33,15.25,88,88.0,No,No,2.0,4.0,3.0,21,2141,No,2019,Sí,31,,12.31
P0376,Ingeniería de Sistemas,2,15.13,14.87,12,90.0,No,No,2.0,10.0,3.0,20,1764,No,2020,Sí,35,,12.37
P0377,Ciencia de la Computación,2,12.43,13.53,11,95.0,No,No,4.0,2.0,2.0,21,1154,No,2019,No,31,Bajo rendimiento,13.34
P0378,Ingeniería de Software,6,5.48,13.77,61,95.0,Sí,Sí,2.0,8.0,1.0,22,3597,No,2020,Sí,26,,4.28
P0379,Ingeniería de Software,8,13.77,20.0,97,100.0,No,Sí,8.0,2.0,4.0,21,6151,No,2020,Sí,89,,9.79
P0380,Ingeniería de Sistemas,2,17.37,18.12,11,95.0,No,Sí,6.0,1.0,2.0,19,713,No,2020,Sí,16,,10.51
P0381,Ingeniería de Sistemas,10,14.52,19.94,125,88.0,No,No,3.0,7.0,5.0,22,10000,No,2019,Sí,99,,13.27
P0382,Ciencia de la Computación,6,6.88,12.95,92,100.0,No,Sí,3.0,5.0,1.0,21,9995,No,2020,Sí,88,,2.472782389618887
P0383,Ingeniería de Software,3,19.1,19.66,23,90.0,No,Sí,3.0,1.0,2.0,24,757,No,2020,Sí,16,,10.05
P0384,Ingeniería de Software,8,9.04,15.82,117,24.0,No,Sí,3.0,3.0,4.0,20,3072,No,2020,Sí,30,,4.26
